Period,Status,Site,Habitat,Transect,Point,Benthic,Coral-Species,coral,CCA,Macro algae,rubble/rock,sand,coral-cover,coral-pigmented,coral-pale,coral-white,MC,MC-pigmented,MC-pale,MC-white
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,8,coral,PC,1,0,0,0,0,0.05,0.083333333,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,9,coral,PC,1,0,0,0,0,0.05,0.083333333,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,10,coral,PC,1,0,0,0,0,0.05,0.083333333,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,11,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,12,coral,PC,1,0,0,0,0,0.05,0,0.083333333,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,13,coral,PC,1,0,0,0,0,0.05,0.083333333,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,14,coral,PC,1,0,0,0,0,0.05,0.083333333,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,15,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,16,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,17,coral,PC,1,0,0,0,0,0.05,0.083333333,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,18,coral,PC,1,0,0,0,0,0.05,0.083333333,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,19,coral,PC,1,0,0,0,0,0.05,0.083333333,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Flat,2-Rf14-Flat,20,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,1,coral,MC,1,0,0,0,0,0.05,0.055555556,0,0,0.055555556,0.1,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,2,coral,MC,1,0,0,0,0,0.05,0.055555556,0,0,0.055555556,0.1,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,3,coral,PC,1,0,0,0,0,0.05,0.055555556,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,4,coral,PC,1,0,0,0,0,0.05,0.055555556,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,5,coral,MC,1,0,0,0,0,0.05,0,0.055555556,0,0.055555556,0,0.1,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,6,coral,MC,1,0,0,0,0,0.05,0,0.055555556,0,0.055555556,0,0.1,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,7,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,8,coral,PC,1,0,0,0,0,0.05,0.055555556,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,9,coral,MC,1,0,0,0,0,0.05,0,0.055555556,0,0.055555556,0,0.1,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,10,CCA,,0,1,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,11,coral,PC,1,0,0,0,0,0.05,0.055555556,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,12,coral,MC,1,0,0,0,0,0.05,0.055555556,0,0,0.055555556,0.1,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,13,coral,MC,1,0,0,0,0,0.05,0.055555556,0,0,0.055555556,0.1,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,14,coral,MC,1,0,0,0,0,0.05,0.055555556,0,0,0.055555556,0.1,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,15,coral,MC,1,0,0,0,0,0.05,0.055555556,0,0,0.055555556,0.1,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,16,coral,PC,1,0,0,0,0,0.05,0.055555556,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,17,coral,PC,1,0,0,0,0,0.05,0.055555556,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,18,coral,MC,1,0,0,0,0,0.05,0,0.055555556,0,0.055555556,0,0.1,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,19,coral,PC,1,0,0,0,0,0.05,0.055555556,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,1-Rf14-Crest,20,coral,PC,1,0,0,0,0,0.05,0.055555556,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,1,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.2,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,2,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.2,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,3,coral,MC,1,0,0,0,0,0.05,0,0.090909091,0,0.090909091,0,0.2,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,4,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,5,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,6,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,7,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,8,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,9,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.2,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,10,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,11,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,12,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,13,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,14,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,15,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,16,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,17,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,18,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.2,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,19,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Crest,2-Rf14-Crest,20,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,1,coral,PC,1,0,0,0,0,0.05,0.111111111,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,2,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,3,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,4,coral,PC,1,0,0,0,0,0.05,0.111111111,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,5,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,6,coral,PC,1,0,0,0,0,0.05,0.111111111,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,7,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,8,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,9,coral,MC,1,0,0,0,0,0.05,0.111111111,0,0,0.111111111,0.5,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,10,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,11,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,12,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,13,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,14,coral,PC,1,0,0,0,0,0.05,0.111111111,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,15,coral,PC,1,0,0,0,0,0.05,0.111111111,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,16,coral,PC,1,0,0,0,0,0.05,0.111111111,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,17,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,18,coral,PC,1,0,0,0,0,0.05,0.111111111,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,19,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,1-Rf14-Slope,20,coral,MC,1,0,0,0,0,0.05,0.111111111,0,0,0.111111111,0.5,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,1,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,2,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,3,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,4,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,5,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,6,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,7,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,8,urchin,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,9,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,10,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,11,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,12,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,13,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,14,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,15,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,16,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.1,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,17,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,18,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,19,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Reef 14,Slope,2-Rf14-Slope,20,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
