Species,Period,Status,Site,Status_Site,ID,total.blastate.ml,surface.area.cm2,mg.prot..ml,cells..ml,ug.chla..ml,g.AFDW..ml,CAT,POX,SOD,PPO,MEL
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,54,11,6.2689861,0.242505402,888333,1.428,0.01229,41.67088164,0.311685024,39170.44638,0.294684023,0.001694923
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,55,9.5,5.8680734,0.182062662,1434167,3.113,0.01295,34.45636358,0.347473687,28944.72752,0.16245523,0.001874815
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,56,10,6.7053778,0.399453781,780833,3.826,0.014185,85.50737983,0.286844402,21206.91951,0.280470081,0.001387793
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,57,9.5,5.3429842,0.40386344,2014167,2.201,0.01239,90.34790511,0.841885802,32256.65504,0.313008824,0.00330262
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,58,10.5,8.6035043,0.322436806,993333,3.405,0.012645,39.71430933,0.200961045,22089.46858,0.138593824,0.002497924
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,59,7.5,4.9704547,0.358398335,1199167,4.627,0.01391,111.6627847,1.086098954,48304.83286,0.484341425,0.002510862
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,60,8,6.911156,0.363233729,2303333,4.233,0.014315,76.67598247,0.735187002,26949.94442,0.245062334,0.002592362
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,61,22,31.7251686,0.352057338,1953333,7.741,0.016685,44.52952793,1.085558454,23213.33559,1.331618371,0.002511868
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,62,14,12.5700565,0.250429153,1200833,3.928,0.019735,167.5786645,1.469559064,42618.1602,0.421594814,0.001057409
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,63,9,6.1696449,0.282564312,1830000,2.635,0.01379,112.5768484,0.488853211,31983.50724,0.37152844,0.002465632
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,64,8,8.3551513,0.400474268,1155000,3.671,0.01572,137.2691094,1.587614021,50788.81627,1.160179477,0.002157677
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,65,NA,NA,NA,NA,NA,NA,44.8945248,0.375104692,26614.44486,0.56467373,0.002569627
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,66,5.5,10.6932174,0.310080319,1651667,2.987,0.016715,89.051374,1.039407148,44055.65488,1.118349463,0.001832781
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,67,12,5.0343169,0.254341958,770000,5.001,0.015325,103.5540314,0.996031723,36914.23982,0.127832948,0.001524705
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,68,11,6.0632079,0.247688603,783333,2.173,0.013585,51.22919099,0.67454481,45422.28745,0.512654055,0.001930966
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,69,6,5.8503339,0.37932341,946667,2.73,0.014185,49.28153833,0.294082063,32622.96689,0.898892343,0.001994997
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,70,7.5,7.5675175,0.420984191,848333,4.067,0.0142,83.86932316,0.713593399,33135.50668,0.237864466,0.002082078
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,71,5,4.6617874,0.442521922,1075000,4.175,0.014305,74.8020622,0.469387841,38930.8602,0.41864321,0.002537778
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,72,5,3.5441989,0.391513546,1360833,1.858,0.01393,81.40062043,0.51905266,22079.40237,0.238036889,0.003673521
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,73,5,4.7859639,0.277553502,1245833,2.403,0.013155,103.19789,1.425029751,31634.83726,0.358680958,0.002570385
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,74,12,6.6486114,0.441659201,1380833,4.418,0.015135,84.33498255,0.345558753,26521.58718,0.222144912,0.002795063
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,75,8,4.7540328,0.455894096,1638333,3.528,0.01442,59.90989521,0.315567408,30963.77569,0.591688891,0.003353284
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,76,7.5,6.6698988,0.352057338,1231667,5.861,0.014415,16.16403094,0.138060785,15228.60623,0.099403765,0.001866747
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,77,10.5,6.9182518,0.254341958,745000,2.199,0.019645,130.4774064,0.426539517,29395.886,0.329598718,0.002685301
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,78,10,8.472232,0.388583817,711667,5.462,0.016605,101.1522149,1.043097459,26629.82065,0.154532957,0.002019934
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,79,10,5.5771456,0.223244664,622500,2.713,0.012795,40.35581262,0.589092297,33450.39155,0.271888752,0.002356063
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,80,10.5,5.1549455,0.424539582,735833,3.69,0.015805,35.48468247,1.366701186,32391.84863,0.344206225,0.002236308
